school_id,dem,value,labels
535,black_percent,NA,Black students
535,hispanic_percent,NA,Hispanic or Latina/o/x students
535,nhpi_percent,NA,"Native Hawaiian and
Pacific Islander students"
535,multiple_percent,NA,Multiracial students
535,white_percent,NA,White students
535,ell_percent,NA,English language learners
535,frpl_percent,NA,"Students eligible for
free/reduced-price lunch"
535,swd_percent,NA,Students with Disabilities
537,aian_percent,0,"American and
Alaska Native students"
537,asian_percent,0.0054,Asian students
537,black_percent,0.0054,Black students
537,hispanic_percent,0,Hispanic or Latina/o/x students
537,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
537,multiple_percent,0.0163,Multiracial students
537,white_percent,0.9728,White students
537,ell_percent,0,English language learners
537,frpl_percent,0.1314,"Students eligible for
free/reduced-price lunch"
537,swd_percent,0.1314,Students with Disabilities
539,aian_percent,0.0129,"American and
Alaska Native students"
539,asian_percent,0.0026,Asian students
539,black_percent,0.0103,Black students
539,hispanic_percent,0.018,Hispanic or Latina/o/x students
539,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
539,multiple_percent,0.0051,Multiracial students
539,white_percent,0.9512,White students
539,ell_percent,0.01,English language learners
539,frpl_percent,0.467,"Students eligible for
free/reduced-price lunch"
539,swd_percent,0.13,Students with Disabilities
540,aian_percent,0,"American and
Alaska Native students"
540,asian_percent,0.05,Asian students
540,black_percent,0.04,Black students
540,hispanic_percent,0.03,Hispanic or Latina/o/x students
540,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
540,multiple_percent,0.03,Multiracial students
540,white_percent,0.85,White students
540,ell_percent,0,English language learners
540,frpl_percent,0.43,"Students eligible for
free/reduced-price lunch"
540,swd_percent,0.33,Students with Disabilities
541,aian_percent,0.0096,"American and
Alaska Native students"
541,asian_percent,0.0385,Asian students
541,black_percent,0.0385,Black students
541,hispanic_percent,0.0673,Hispanic or Latina/o/x students
541,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
541,multiple_percent,0.0865,Multiracial students
541,white_percent,0.7596,White students
541,ell_percent,0.0313,English language learners
541,frpl_percent,0.3069,"Students eligible for
free/reduced-price lunch"
541,swd_percent,0.3125,Students with Disabilities
542,aian_percent,0.0056,"American and
Alaska Native students"
542,asian_percent,0,Asian students
542,black_percent,0.0112,Black students
542,hispanic_percent,0.0726,Hispanic or Latina/o/x students
542,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
542,multiple_percent,0.0335,Multiracial students
542,white_percent,0.8771,White students
542,ell_percent,0,English language learners
542,frpl_percent,0.1412,"Students eligible for
free/reduced-price lunch"
542,swd_percent,0.241,Students with Disabilities
543,aian_percent,0.0021,"American and
Alaska Native students"
543,asian_percent,0.0146,Asian students
543,black_percent,0.025,Black students
543,hispanic_percent,0.0167,Hispanic or Latina/o/x students
543,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
543,multiple_percent,0.0188,Multiracial students
543,white_percent,0.9229,White students
543,ell_percent,0,English language learners
543,frpl_percent,0.3166,"Students eligible for
free/reduced-price lunch"
543,swd_percent,0.1232,Students with Disabilities
545,aian_percent,0,"American and
Alaska Native students"
545,asian_percent,0,Asian students
545,black_percent,0,Black students
545,hispanic_percent,0,Hispanic or Latina/o/x students
545,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
545,multiple_percent,0.3077,Multiracial students
545,white_percent,0.6923,White students
545,ell_percent,0,English language learners
545,frpl_percent,0,"Students eligible for
free/reduced-price lunch"
545,swd_percent,0,Students with Disabilities
549,aian_percent,0,"American and
Alaska Native students"
549,asian_percent,0,Asian students
549,black_percent,0.0667,Black students
549,hispanic_percent,0.2556,Hispanic or Latina/o/x students
549,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
549,multiple_percent,0.1222,Multiracial students
549,white_percent,0.5556,White students
549,ell_percent,0,English language learners
549,frpl_percent,0.24,"Students eligible for
free/reduced-price lunch"
549,swd_percent,0.17,Students with Disabilities
559,aian_percent,0.0047,"American and
Alaska Native students"
559,asian_percent,0.0047,Asian students
559,black_percent,0.1792,Black students
559,hispanic_percent,0.6981,Hispanic or Latina/o/x students
559,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
559,multiple_percent,0.0472,Multiracial students
559,white_percent,0.066,White students
559,ell_percent,0.1905,English language learners
559,frpl_percent,0.7751,"Students eligible for
free/reduced-price lunch"
559,swd_percent,0.1429,Students with Disabilities
565,aian_percent,0,"American and
Alaska Native students"
565,asian_percent,0,Asian students
565,black_percent,0,Black students
565,hispanic_percent,0.2051,Hispanic or Latina/o/x students
565,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
565,multiple_percent,0,Multiracial students
565,white_percent,0.7949,White students
565,ell_percent,0.0435,English language learners
565,frpl_percent,0.8214,"Students eligible for
free/reduced-price lunch"
565,swd_percent,0.087,Students with Disabilities
566,aian_percent,0,"American and
Alaska Native students"
566,asian_percent,0.0313,Asian students
566,black_percent,0.0521,Black students
566,hispanic_percent,0.2604,Hispanic or Latina/o/x students
566,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
566,multiple_percent,0.2708,Multiracial students
566,white_percent,0.3854,White students
566,ell_percent,0.11,English language learners
566,frpl_percent,0.11,"Students eligible for
free/reduced-price lunch"
566,swd_percent,0.22,Students with Disabilities
567,aian_percent,0,"American and
Alaska Native students"
567,asian_percent,0,Asian students
567,black_percent,0.03,Black students
567,hispanic_percent,0.09,Hispanic or Latina/o/x students
567,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
567,multiple_percent,0.06,Multiracial students
567,white_percent,0.82,White students
567,ell_percent,0,English language learners
567,frpl_percent,0.74,"Students eligible for
free/reduced-price lunch"
567,swd_percent,0.03,Students with Disabilities
569,aian_percent,0,"American and
Alaska Native students"
569,asian_percent,0.1,Asian students
569,black_percent,0,Black students
569,hispanic_percent,0.05,Hispanic or Latina/o/x students
569,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
569,multiple_percent,0.1,Multiracial students
569,white_percent,0.75,White students
569,ell_percent,0.02,English language learners
569,frpl_percent,0.1,"Students eligible for
free/reduced-price lunch"
569,swd_percent,0.5,Students with Disabilities
571,aian_percent,0.03,"American and
Alaska Native students"
571,asian_percent,0.02,Asian students
571,black_percent,0.04,Black students
571,hispanic_percent,0.08,Hispanic or Latina/o/x students
571,nhpi_percent,0.03,"Native Hawaiian and
Pacific Islander students"
571,multiple_percent,0.01,Multiracial students
571,white_percent,0.79,White students
571,ell_percent,0.15,English language learners
571,frpl_percent,0.4,"Students eligible for
free/reduced-price lunch"
571,swd_percent,1,Students with Disabilities
572,aian_percent,0,"American and
Alaska Native students"
572,asian_percent,0,Asian students
572,black_percent,0.95,Black students
572,hispanic_percent,0.04,Hispanic or Latina/o/x students
572,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
572,multiple_percent,0,Multiracial students
572,white_percent,0.01,White students
572,ell_percent,0,English language learners
572,frpl_percent,0.6,"Students eligible for
free/reduced-price lunch"
572,swd_percent,0.4,Students with Disabilities
573,aian_percent,0,"American and
Alaska Native students"
573,asian_percent,0,Asian students
573,black_percent,0.34,Black students
573,hispanic_percent,0.34,Hispanic or Latina/o/x students
573,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
573,multiple_percent,0,Multiracial students
573,white_percent,0.31,White students
573,ell_percent,0.05,English language learners
573,frpl_percent,0.8,"Students eligible for
free/reduced-price lunch"
573,swd_percent,0.15,Students with Disabilities
575,aian_percent,0.0011,"American and
Alaska Native students"
575,asian_percent,0.0425,Asian students
575,black_percent,0.0156,Black students
575,hispanic_percent,0.1587,Hispanic or Latina/o/x students
575,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
575,multiple_percent,0.0425,Multiracial students
575,white_percent,0.7397,White students
575,ell_percent,0.0147,English language learners
575,frpl_percent,0.4773,"Students eligible for
free/reduced-price lunch"
575,swd_percent,0.0724,Students with Disabilities
579,aian_percent,0,"American and
Alaska Native students"
579,asian_percent,0.0652,Asian students
579,black_percent,0.1957,Black students
579,hispanic_percent,0.0652,Hispanic or Latina/o/x students
579,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
579,multiple_percent,0.087,Multiracial students
579,white_percent,0.587,White students
579,ell_percent,0,English language learners
579,frpl_percent,0.8542,"Students eligible for
free/reduced-price lunch"
579,swd_percent,0.9375,Students with Disabilities
581,aian_percent,0,"American and
Alaska Native students"
581,asian_percent,0,Asian students
581,black_percent,0,Black students
581,hispanic_percent,1,Hispanic or Latina/o/x students
581,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
581,multiple_percent,0,Multiracial students
581,white_percent,0,White students
581,ell_percent,1,English language learners
581,frpl_percent,0.9111,"Students eligible for
free/reduced-price lunch"
581,swd_percent,0.38,Students with Disabilities
586,aian_percent,0,"American and
Alaska Native students"
586,asian_percent,0.1212,Asian students
586,black_percent,0.1515,Black students
586,hispanic_percent,0.5758,Hispanic or Latina/o/x students
586,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
586,multiple_percent,0.0303,Multiracial students
586,white_percent,0.1212,White students
586,ell_percent,0.09,English language learners
586,frpl_percent,0.3429,"Students eligible for
free/reduced-price lunch"
586,swd_percent,1,Students with Disabilities
587,aian_percent,0.0049,"American and
Alaska Native students"
587,asian_percent,0.0074,Asian students
587,black_percent,0.0102,Black students
587,hispanic_percent,0.0441,Hispanic or Latina/o/x students
587,nhpi_percent,7e-4,"Native Hawaiian and
Pacific Islander students"
587,multiple_percent,0.0662,Multiracial students
587,white_percent,0.8665,White students
587,ell_percent,0,English language learners
587,frpl_percent,0.16,"Students eligible for
free/reduced-price lunch"
587,swd_percent,0,Students with Disabilities
588,aian_percent,0.02,"American and
Alaska Native students"
588,asian_percent,0.02,Asian students
588,black_percent,0.13,Black students
588,hispanic_percent,0.37,Hispanic or Latina/o/x students
588,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
588,multiple_percent,0.07,Multiracial students
588,white_percent,0.55,White students
588,ell_percent,0.02,English language learners
588,frpl_percent,0.19,"Students eligible for
free/reduced-price lunch"
588,swd_percent,0.04,Students with Disabilities
594,aian_percent,0,"American and
Alaska Native students"
594,asian_percent,0.0533,Asian students
594,black_percent,0.1515,Black students
594,hispanic_percent,0.5231,Hispanic or Latina/o/x students
594,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
594,multiple_percent,0.0449,Multiracial students
594,white_percent,0.2272,White students
594,ell_percent,0.0583,English language learners
594,frpl_percent,0.6121,"Students eligible for
free/reduced-price lunch"
594,swd_percent,0.1253,Students with Disabilities
601,aian_percent,0,"American and
Alaska Native students"
601,asian_percent,0,Asian students
601,black_percent,0.4962,Black students
601,hispanic_percent,0.0526,Hispanic or Latina/o/x students
601,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
601,multiple_percent,0.0301,Multiracial students
601,white_percent,0.4211,White students
601,ell_percent,0.1,English language learners
601,frpl_percent,0.5,"Students eligible for
free/reduced-price lunch"
601,swd_percent,0.2,Students with Disabilities
604,aian_percent,0,"American and
Alaska Native students"
604,asian_percent,0,Asian students
604,black_percent,0.09,Black students
604,hispanic_percent,0.01,Hispanic or Latina/o/x students
604,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
604,multiple_percent,0,Multiracial students
604,white_percent,0,White students
604,ell_percent,0,English language learners
604,frpl_percent,1,"Students eligible for
free/reduced-price lunch"
604,swd_percent,0.3,Students with Disabilities
608,aian_percent,0.0127,"American and
Alaska Native students"
608,asian_percent,0.038,Asian students
608,black_percent,0.0253,Black students
608,hispanic_percent,0.0633,Hispanic or Latina/o/x students
608,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
608,multiple_percent,0.0759,Multiracial students
608,white_percent,0.7848,White students
608,ell_percent,0.01,English language learners
608,frpl_percent,0.1,"Students eligible for
free/reduced-price lunch"
608,swd_percent,0,Students with Disabilities
610,aian_percent,0,"American and
Alaska Native students"
610,asian_percent,0,Asian students
610,black_percent,0.32,Black students
610,hispanic_percent,0.21,Hispanic or Latina/o/x students
610,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
610,multiple_percent,0.17,Multiracial students
610,white_percent,0.32,White students
610,ell_percent,0,English language learners
610,frpl_percent,0.45,"Students eligible for
free/reduced-price lunch"
610,swd_percent,0,Students with Disabilities
612,aian_percent,0.7,"American and
Alaska Native students"
612,asian_percent,0,Asian students
612,black_percent,0.2,Black students
612,hispanic_percent,0.7,Hispanic or Latina/o/x students
612,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
612,multiple_percent,0.75,Multiracial students
612,white_percent,0.03,White students
612,ell_percent,0.9,English language learners
612,frpl_percent,0.75,"Students eligible for
free/reduced-price lunch"
612,swd_percent,0.3,Students with Disabilities
615,aian_percent,1,"American and
Alaska Native students"
615,asian_percent,0,Asian students
615,black_percent,0,Black students
615,hispanic_percent,0,Hispanic or Latina/o/x students
615,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
615,multiple_percent,0,Multiracial students
615,white_percent,0,White students
615,ell_percent,0,English language learners
615,frpl_percent,1,"Students eligible for
free/reduced-price lunch"
615,swd_percent,0.3,Students with Disabilities
620,aian_percent,0,"American and
Alaska Native students"
620,asian_percent,0,Asian students
620,black_percent,0.69,Black students
620,hispanic_percent,0.02,Hispanic or Latina/o/x students
620,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
620,multiple_percent,0.05,Multiracial students
620,white_percent,0.24,White students
620,ell_percent,0.01,English language learners
620,frpl_percent,0.7,"Students eligible for
free/reduced-price lunch"
620,swd_percent,0.1,Students with Disabilities
622,aian_percent,0,"American and
Alaska Native students"
622,asian_percent,1e-4,Asian students
622,black_percent,1e-4,Black students
622,hispanic_percent,0,Hispanic or Latina/o/x students
622,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
622,multiple_percent,0.0909,Multiracial students
622,white_percent,0.9091,White students
622,ell_percent,1,English language learners
622,frpl_percent,1,"Students eligible for
free/reduced-price lunch"
622,swd_percent,0.12,Students with Disabilities
623,aian_percent,0,"American and
Alaska Native students"
623,asian_percent,0,Asian students
623,black_percent,0.3,Black students
623,hispanic_percent,0.5,Hispanic or Latina/o/x students
623,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
623,multiple_percent,0.1,Multiracial students
623,white_percent,0.1,White students
623,ell_percent,0.4,English language learners
623,frpl_percent,0.6,"Students eligible for
free/reduced-price lunch"
623,swd_percent,0.1,Students with Disabilities
625,aian_percent,0.05,"American and
Alaska Native students"
625,asian_percent,0.05,Asian students
625,black_percent,0.15,Black students
625,hispanic_percent,0.1,Hispanic or Latina/o/x students
625,nhpi_percent,0.05,"Native Hawaiian and
Pacific Islander students"
625,multiple_percent,0.15,Multiracial students
625,white_percent,0.45,White students
625,ell_percent,0.05,English language learners
625,frpl_percent,0.95,"Students eligible for
free/reduced-price lunch"
625,swd_percent,0.22,Students with Disabilities
627,aian_percent,0,"American and
Alaska Native students"
627,asian_percent,0,Asian students
627,black_percent,0.2637,Black students
627,hispanic_percent,0.6593,Hispanic or Latina/o/x students
627,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
627,multiple_percent,0.011,Multiracial students
627,white_percent,0.0659,White students
627,ell_percent,0.1,English language learners
627,frpl_percent,0.8485,"Students eligible for
free/reduced-price lunch"
627,swd_percent,0.21,Students with Disabilities
628,aian_percent,0.0032,"American and
Alaska Native students"
628,asian_percent,0.0162,Asian students
628,black_percent,0.7922,Black students
628,hispanic_percent,0.1169,Hispanic or Latina/o/x students
628,nhpi_percent,0.0097,"Native Hawaiian and
Pacific Islander students"
628,multiple_percent,0.0487,Multiracial students
628,white_percent,0.013,White students
628,ell_percent,0.2636,English language learners
628,frpl_percent,0.7531,"Students eligible for
free/reduced-price lunch"
628,swd_percent,0.2091,Students with Disabilities
630,aian_percent,0,"American and
Alaska Native students"
630,asian_percent,0.0475,Asian students
630,black_percent,0.0504,Black students
630,hispanic_percent,0.8991,Hispanic or Latina/o/x students
630,nhpi_percent,0.003,"Native Hawaiian and
Pacific Islander students"
630,multiple_percent,0,Multiracial students
630,white_percent,0,White students
630,ell_percent,0.99,English language learners
630,frpl_percent,0.8457,"Students eligible for
free/reduced-price lunch"
630,swd_percent,0.01,Students with Disabilities
633,aian_percent,0.0113,"American and
Alaska Native students"
633,asian_percent,0.0282,Asian students
633,black_percent,0.7175,Black students
633,hispanic_percent,0.1695,Hispanic or Latina/o/x students
633,nhpi_percent,0.0056,"Native Hawaiian and
Pacific Islander students"
633,multiple_percent,0.0169,Multiracial students
633,white_percent,0.0508,White students
633,ell_percent,0.17,English language learners
633,frpl_percent,0.8802,"Students eligible for
free/reduced-price lunch"
633,swd_percent,0.35,Students with Disabilities
